"objectid","standort","ortsbezeichnung","quartier","stadtkreis","baujahr","historisches_baujahr","art_eigentuemer","eigentuemer","wasserart","brunnennummer","brunnenart","art","architekt_bildhauer","steinhauer","material_trog","material_saeule","material_figur","abgestellt","datum_abstellung","grund_abstellung","hkoord","vkoord","bemerkung1","bemerkung2","foto","druckzone","u_aks_nummer","datum_wiederinbetriebnahme","datum_aenderung","geometry"
"1267","Butzenstrasse/Albisstrasse","In der kleinen Anlage","Enge/Wollishofen/Leimbach","2","1962","1962","öffentlich","WVZ","Züriwasser","162","","öffentlich","","","Granit","","","nein","","","2682488.69","1243971.644","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/162.jpg","Brunnennetz","{F5033F54-4E6D-4F0D-9FE6-D974BCA90521}","","202308241444","POINT (2682488.8 1243971.6)"
"11","Klausstrasse/Seefeldstrasse","","Riesbach","8","2003","1977","öffentlich","WVZ","Quellwasser","6008","Notwasserbrunnen","Notwasserbrunnen","","","Bronzeguss","","","nein","","","2684176.647","1246032.46","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/6008.jpg","Brunnennetz","{1254140B-71DD-49C5-92C4-B300E3070D12}","","202308241444","POINT (2684176.8 1246032.5)"
"17","Muggenbühlstrasse / Rieterstrasse","","Enge/Wollishofen/Leimbach","2","1984","1985","öffentlich","WVZ","Quellwasser","6052","Notwasserbrunnen","Notwasserbrunnen","","","Bronzeguss","","","nein","","","2682200.831","1245104.884","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/6052.jpg","Brunnennetz","{369E5EB1-9F2A-4633-896D-9760A80690AF}","","202308241444","POINT (2682200.8 1245104.9)"
"40","Freiestrasse 160","Schulhaus Freiestrasse","Fluntern/Hottingen/Witikon","7","1991","1894","städtisch","IMMO","Züriwasser","596","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit, Modell Enge","","","nein","","","2684916.17","1246431.824","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","HZ Sonnenberg","{A57206EF-B611-4F77-87C9-5A3330F8C7F8}","","202308241444","POINT (2684916.2 1246431.9)"
"42","Höschgasse 89","im Hof","Riesbach","8","1911","1734","Privat","unbekannt","Quellwasser","935","privater Brunnen","privat","","","Muschelkalk","","","nein","","","2684458.414","1245914.777","","Verlegejahr vor 1911","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Brunnennetz","{A0F5F762-2480-4864-8917-89735ECCE8C2}","","202308241444","POINT (2684458.5 1245914.8)"
"50","Mythenquai bei 61","Seerestaurant","Enge/Wollishofen/Leimbach","2","1962","","Privat","GSZ","Züriwasser","960.2","privater Brunnen","privat","","","","","","nein","","","2682899.723","1245898.075","","(Zapfstelle mit Hahnen)!","https://wvzm0cun.global.szh.loc/Brunnenbilder/960.2.jpg","Limmatzone","{97D08F5B-83B5-493D-8F54-BD73033D1BD8}","","202308241444","POINT (2682899.8 1245898.1)"
"51","Mythenquai bei 61","Seerestaurant","Enge/Wollishofen/Leimbach","2","1962","","Privat","GSZ","Züriwasser","960.1","privater Brunnen","privat","","","","","","nein","","","2682912.893","1245914.821","","(Zapfstelle mit Hahnen)!","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{9B43536E-C0B5-4007-B174-6B849ABB9B0F}","","202308241444","POINT (2682913 1245914.9)"
"52","Schulhausstrasse 21","Schulhaus Gabler","Enge/Wollishofen/Leimbach","2","1967","1887","städtisch","IMMO","Züriwasser","535.1","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","","nein","","","2682403.499","1246066.702","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/535.1.jpg","Limmatzone","{76E116B1-D0E9-46A3-A824-61D2828C0C6A}","","202308241444","POINT (2682403.5 1246066.8)"
"53","Seestrasse vor 110","Rieterpark","Enge/Wollishofen/Leimbach","2","","1888","städtisch","IMMO","Züriwasser","1176","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2682511.852","1245788.524","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{58E867B3-7E14-4B00-85C5-6CDC3A16E511}","","202308241444","POINT (2682511.8 1245788.5)"
"143","Seestrasse hinter 110","Rieterpark","Enge/Wollishofen/Leimbach","2","","1888","städtisch","IMMO","Züriwasser","1177","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2682529.894","1245757.652","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{CEF48903-D4B1-41EE-B0DF-4241177C859B}","","202308241444","POINT (2682530 1245757.6)"
"144","Schulhausstrasse 1","Schulhaus Lavater","Enge/Wollishofen/Leimbach","2","1900","","städtisch","IMMO","Quellwasser","530","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","","nein","","","2682627.627","1246126.606","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Brunnennetz","{E6927711-B8AC-4C2C-9371-B8965F867E42}","","202308241444","POINT (2682627.8 1246126.6)"
"145","Grütlistrasse 76","Kindergarten","Enge/Wollishofen/Leimbach","2","","","städtisch","IMMO","Züriwasser","532","Brunnen in städtischer Liegenschaft","öffentlich","","","Chromstahl","","Bronze","nein","","","2682523.995","1246023.434","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{40EE6748-6571-47B1-8299-82D3DDDA7B29}","","202308241444","POINT (2682524 1246023.4)"
"146","Kartausstrasse 9","Schulhaus Kartausstrasse","Riesbach","8","2004","","städtisch","IMMO","Züriwasser","611","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","","nein","","","2684830.095","1245665.823","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{AA8BC903-F74C-49C1-86E6-327A76FA8A71}","","202308241444","POINT (2684830 1245665.9)"
"147","Bellerivestrasse  200","Strandbad Tiefenbrunnen","Riesbach","8","1954","1954","städtisch","UGZ","Züriwasser","699.3","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2684510.564","1245225.717","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{1D1EA4D2-E369-4745-A491-1195BD82E6A9}","","202308241444","POINT (2684510.5 1245225.8)"
"148","Bellerivestrasse  200","Strandbad Tiefenbrunnen","Riesbach","8","1954","1954","städtisch","UGZ","Züriwasser","699.2","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2684446.893","1245271.241","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{39830066-D95A-4744-B45C-98C4AB87DBCC}","","202308241444","POINT (2684447 1245271.2)"
"149","Bellerivestrasse  200","Strandbad Tiefenbrunnen","Riesbach","8","1954","1954","städtisch","UGZ","Züriwasser","699.4","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2684404.762","1245223.886","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{33E56A24-79FC-4C17-8FC8-64055F0FF771}","","202308241444","POINT (2684404.8 1245223.9)"
"150","Bellerivestrasse  200","Strandbad Tiefenbrunnen","Riesbach","8","1954","1954","städtisch","UGZ","Züriwasser","699.1","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2684332.295","1245303.473","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{D390BA84-781C-4629-B633-F01D0E113200}","","202308241444","POINT (2684332.2 1245303.5)"
"151","Dufourstrasse hinter 147","Spielwiese","Riesbach","8","1931","","städtisch","IMMO","Züriwasser","619","Brunnen in städtischer Liegenschaft","öffentlich","","","Beton","","","nein","","","2684293.202","1245622.803","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{C42C0E18-DA81-423E-91C6-14DB8FF6D15F}","","202308241444","POINT (2684293.2 1245622.8)"
"153","Südstrasse 33","","Riesbach","8","","","Privat","unbekannt","eigene Versorgung","837","privater Brunnen","privat","","","","","","nein","","","2685014.88","1245398.023","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","fremde Anlagen","{5FB22127-023D-448A-967C-AC628AF18B74}","","202308241444","POINT (2685015 1245398)"
"154","Südstrasse 32","","Riesbach","8","","","Privat","unbekannt","eigene Versorgung","836","privater Brunnen","privat","","","","","","nein","","","2684995.026","1245392.851","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","fremde Anlagen","{196F76B8-27D4-4FF8-95C4-8196857C13E3}","","202308241444","POINT (2684995 1245392.9)"
"155","Seestrasse bei 161","Belvoirpark","Enge/Wollishofen/Leimbach","2","1985","","städtisch","GSZ","Züriwasser","1112.3","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2682680.645","1245631.462","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1112.3.jpg","Limmatzone","{7FA0D2EB-10BB-4E8F-AA9C-C5BED93AE163}","","202308241444","POINT (2682680.8 1245631.5)"
"156","Seestrasse bei 161","Belvoirpark","Enge/Wollishofen/Leimbach","2","1985","","städtisch","GSZ","Züriwasser","1112.2","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2682680.697","1245610.68","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1112.2.jpg","Limmatzone","{C53B8CD8-68FD-43F1-AA2C-E1CB9DB7CB63}","","202308241444","POINT (2682680.8 1245610.6)"
"157","Seestrasse bei 161","Belvoirpark","Enge/Wollishofen/Leimbach","2","1985","1986","städtisch","GSZ","Züriwasser","1112.1","Brunnen in städtischer Liegenschaft","öffentlich","Paul Sieber","","Granit","","","nein","","","2682686.392","1245580.016","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1112.1.jpg","Limmatzone","{96948A53-0F5B-4369-A16E-BBB7B80F5A3A}","","202308241444","POINT (2682686.5 1245580)"
"190","Seefeldstrasse 131","Schulhaus  Seefeld  bei der Turnhalle","Riesbach","8","1871","1934","städtisch","IMMO","Züriwasser","615","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2684370.025","1245744.323","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Brunnennetz","{51ECD77C-220E-4ED4-9B06-52D6DF2F9B22}","","202308241444","POINT (2684370 1245744.4)"
"198","Mühlebachstrasse 71","Schulhaus Mühlebachstrasse","Riesbach","8","1952","1952","städtisch","IMMO","Züriwasser","617","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2684251.61","1246329.266","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{4377351C-9099-47AD-B241-0D78CCA8AF46}","","202308241444","POINT (2684251.5 1246329.2)"
"219","Seefeldstrasse 93","Freizeitanlage Bodmergut","Riesbach","8","","1978","städtisch","IMMO","Züriwasser","1028","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2684240.213","1245935.597","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{B3091F51-2662-401E-AA9C-DBD2D887AAD4}","","202308241444","POINT (2684240.2 1245935.6)"
"258","Zollikerstrasse 128","Patumbah-Park","Riesbach","8","","1989","städtisch","GSZ","Züriwasser","1143","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2684679.062","1245712.261","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{9D25ED38-7BF1-41D8-9C04-DFC5E1EB4C13}","","202308241444","POINT (2684679 1245712.2)"
"320","Belvoirpark","","Enge/Wollishofen/Leimbach","2","1899","","städtisch","GSZ","Züriwasser","533","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2682725.213","1245735.891","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{3EA48037-3665-44B6-B848-CC3145C44663}","","202308241444","POINT (2682725.2 1245735.9)"
"321","Schulhausstrasse 21","Schulhaus Gabler","Enge/Wollishofen/Leimbach","2","","","städtisch","IMMO","Züriwasser","535.2","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2682442.676","1246062.695","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/535.2.jpg","Limmatzone","{EC923EB4-BF05-415F-A4F8-1D7ADFF57786}","","202308241444","POINT (2682442.8 1246062.8)"
"343","Hofackerstrasse 45","Schulhaus Hofackerstrasse  Turnhalle","Fluntern/Hottingen/Witikon","7","","1938","städtisch","IMMO","Züriwasser","597","Brunnen in städtischer Liegenschaft","öffentlich","","","Metall","","Bronze","nein","","","2685092.321","1246340.961","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","HZ Sonnenberg","{7AF0F290-CBC6-4039-AA84-47A80CD413B6}","","202308241444","POINT (2685092.2 1246341)"
"352","Neumünsterstrasse  10, 12","Anlagen bei der Kirchen","Riesbach","8","","","städtisch","GSZ","Züriwasser","612","Brunnen in städtischer Liegenschaft","öffentlich","","","Kalkstein","","","nein","","","2684626.009","1246154.884","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{CE2A5D22-8231-452E-9915-0CF3E1AD36A3}","","202308241444","POINT (2684626 1246154.9)"
"462","Wildbachstrasse","","Riesbach","8","","1975","städtisch","IMMO","Züriwasser","983.2","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2684521.83","1245755.561","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/983.2.jpg","Limmatzone","{1B2BE00C-9387-411F-96BB-9C6D672DC0F9}","","202308241444","POINT (2684521.8 1245755.5)"
"463","Wildbachstrasse","","Riesbach","8","","1975","städtisch","IMMO","Züriwasser","983.1","Brunnen in städtischer Liegenschaft","öffentlich","AE. Bosshard, Architekt","","Beton, bearbeitet","Beton, bearbeitet","","nein","","","2684505.949","1245749.382","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/983.1.jpg","Limmatzone","{6AD2D9E6-187D-4CF9-A646-4E6A934B81A8}","","202308241444","POINT (2684506 1245749.4)"
"518","Gablerstrasse 14","Villa Schönberg","Enge/Wollishofen/Leimbach","2","2001","2001","städtisch","GSZ","Züriwasser","1213","Brunnen in städtischer Liegenschaft","öffentlich","Stöckli Kienast Köppel, Wettingen","","Tuffsteingrotte","","","nein","","","2682478.285","1245981.039","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1213.jpg","Limmatzone","{FA64C8F3-D0FF-4179-8FAF-DCF322EC2B11}","","202308241444","POINT (2682478.2 1245981)"
"541","Kartausstrasse 15/17","","Riesbach","8","","","Privat","unbekannt","eigene Versorgung","834","privater Brunnen","privat","","","","","","nein","","","2684934.953","1245634.423","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","fremde Anlagen","{33E1F081-D2F2-407A-92A1-20B65BF32CA8}","","202308241444","POINT (2684935 1245634.4)"
"568","Neumünsterstrasse 25","Schulhaus Neumünsterstrasse","Riesbach","8","1956","1957","städtisch","IMMO","Quellwasser","618","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","","nein","","","2684667.526","1246249.673","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Brunnennetz","{DFB03CD2-5222-48E3-90EE-00E8BCBD687A}","","202308241444","POINT (2684667.5 1246249.6)"
"570","bei Hafen Enge","Aquaretum","Enge/Wollishofen/Leimbach","2","1997","1998","öffentlich","Zurich Insurance Group Ltd","eigene Versorgung","1261","privater Brunnen","öffentlich","","KFS Springbrunnen Technik, D32760 Detmold","","","","nein","","","2683000.741","1246095.551","25 Meter Fontänenhöhe; Sämtliche Planunterlagen werden durch R. Keller/BU dem Archiv PKP zur Ablage übergeben.; Erstellt 1998 durch die Zürich-Versicherung mit Eigentumsübergabe an die WVZ.; Konzessio","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","","{21E80145-1AE4-4F5F-BCA5-7AA9D8D05574}","","202308241444","POINT (2683000.8 1246095.5)"
"572","Bellerivestrasse vor 14","Blatterwiese, beim Chinagarten","Riesbach","8","2007","2007","Privat","GSZ","Quellwasser","1263","Brunnen in städtischer Liegenschaft","privat","Vetsch, Nipkow und Partner","","Beton","","","nein","","","2684083.829","1245527.164","Wasserspielplatz mit 20 pneumatisch gesteuerten Düsen.; Gratiswasser bis 4'000 m3/Jahr, Mehrverbrauch wird verrechnet","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Brunnennetz","{1C6B2E48-CE15-4688-AE29-E134CE398BCC}","","202308241444","POINT (2684083.8 1245527.1)"
"594","","","","","2021","2021","öffentlich","","Züriwasser","1310","privater Brunnen","öffentlich","","","","","","nein","","","2682790.462","1246242.435","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","","{4526891F-0DCC-45C5-9163-AD19313C4CFD}","","202308241444","POINT (2682790.5 1246242.4)"
"597","Feldeggstrasse 60","","Riesbach","8","1982","1870","öffentlich","WVZ","Quellwasser","372","","öffentlich","Typ  Riesbach","Thomas Ehrler","Sandstein","Sandstein","","nein","","","2684240.751","1246150.933","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/372.jpg","Brunnennetz","{C36E995F-968F-4C2F-B1A4-CCF69E56054A}","","202308241444","POINT (2684240.8 1246150.9)"
"602","Steinhaldenplatz","","Enge/Wollishofen/Leimbach","2","1926","1926","öffentlich","WVZ","Züriwasser","132","","öffentlich","Bildhauer Zimmermann, Zollikon","E. Zimmmermann, Zollikon","Mägenwiler Muschelkalkstein / E. Fischer, Dottikon","Mägenwiler Muschelkalkstein / E. Fischer, Dottikon","Bronze","nein","","","2682304.999","1245746.259","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/132.jpg","Limmatzone","{D6F1E541-F67F-4C71-9E65-96A5CB7F8DD7}","","202308241444","POINT (2682305 1245746.2)"
"680","Grütlistrasse/Seestrasse","Schulhausstrasse","Enge/Wollishofen/Leimbach","2","1928","1928","öffentlich","WVZ","Züriwasser","134","","öffentlich","","G. Clivio, Albisrieden","Segheriagranit","","","nein","","","2682548.828","1246103.68","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/134.jpg","Limmatzone","{81292F79-DA19-4469-BBDB-C09EEFF9435B}","","202308241444","POINT (2682548.8 1246103.6)"
"682","Lavaterstr./General Wille-Strasse","Venedigbrunnen","Enge/Wollishofen/Leimbach","2","1978","1980","öffentlich","WVZ","Quellwasser","1027","","öffentlich","","","Istrischer Kalkstein","Travertin","Istrischer Kalkstein","nein","","","2682608.772","1246431.849","Brunnen und Löwe Geschenk aus Venedig.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1027.jpg","Brunnennetz","{7121BB13-221B-4AB6-8AB6-7EFFE818921A}","","202308241444","POINT (2682608.8 1246431.9)"
"683","Bluntschlisteig/Grütlistrasse","","Enge/Wollishofen/Leimbach","2","1994","1926","öffentlich","WVZ","Züriwasser","131","","öffentlich","Bildhauer Zimmermann, Zollikon","","Granit","","","nein","","","2682510.262","1246311.177","1926 Erstellungsjahr","","https://wvzm0cun.global.szh.loc/Brunnenbilder/131.jpg","Limmatzone","{79659AE4-BAE3-4926-9620-C265AF764A55}","","202308241444","POINT (2682510.2 1246311.1)"
"684","Kappelistrasse/Bellariastrasse","","Enge/Wollishofen/Leimbach","2","1986","1906","öffentlich","WVZ","Züriwasser","123","","öffentlich","Pro. Dr. Bluntschli (Architekt)","Schneebeli, Architekt","St. Imier-Marmor","St. Imier-Marmor","St. Imier-Marmor","nein","","","2682492.09","1245130.131","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/123.jpg","Limmatzone","{9048DF53-CF1F-4FD4-8A5C-AEDFCB982C81}","","202308241444","POINT (2682492 1245130.1)"
"685","Seefeldstrasse zw. Baur- u. Alderstrasse","Anlage","Riesbach","8","1998","1929","öffentlich","WVZ","Quellwasser","402","","öffentlich","L. Zanini, Zürich","L. Zanini, Zürich","Segheriagranit","","","nein","","","2684375.443","1245678.238","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/402.jpg","Brunnennetz","{43187C5B-9160-4120-B5DC-EBD2FBA66023}","","202308241444","POINT (2684375.5 1245678.2)"
